CODIGO_ENTIDAD,CODIGO_UBIGEO,DEPARTAMENTO,PROVINCIA,DISTRITO,NOMBRE_ENTIDAD,SIGLA_ENTIDAD,RUC_ENTIDAD,DIRECCION_ENTIDAD,...10
10055,150107,LIMA,LIMA,CHACLACAYO,Municipalidad Distrital de Chaclacayo,MDCH,20131368233,Av. Nicolás de Ayllón Nº 856,
10056,150108,LIMA,LIMA,CHORRILLOS,Municipalidad Distrital de Chorrillos,MDCHORRILLOS,20131368152,Av. Defensores del Morro N° 550 (ex Av.Huaylas),
10057,150109,LIMA,LIMA,CIENEGUILLA,MUNICIPALIDAD DISTRITAL DE CIENEGUILLA,MDC,20181109891,Av. Nueva Toledo Lote 97-B,
10058,150110,LIMA,LIMA,COMAS,Municipalidad Distrital de Comas - LIMA,MD-COMAS,20168737565,"Av. España, Plaza de Armas S/N Km. 11",
10059,150111,LIMA,LIMA,EL AGUSTINO,Municipalidad Distrital de El Agustino,MDEA,20131377909,Av. Riva Agüero Nº 1358,
10060,150112,LIMA,LIMA,INDEPENDENCIA,Municipalidad Distrital de Independencia - LIMA,MDI,20131373661,Av. Tupac Amaru S/N KM. 4.5,
10061,150113,LIMA,LIMA,JESUS MARIA,Municipalidad Distrital de Jesús María,MDJM,20131366290,Av. Mariátegui No. 850 | Palacio Municipal,
10062,150114,LIMA,LIMA,LA MOLINA,Municipalidad Distrital de la Molina,Munimolina,20131365722,Av. Elias Aparicio 740 - Las Lagunas,
10063,150115,LIMA,LIMA,LA VICTORIA,Municipalidad Distrital de La Victoria - Lima,MLV,20131368071,Av. Iquitos N° 500,
10064,150117,LIMA,LIMA,LOS OLIVOS,Municipalidad Distrital de Los Olivos - LIMA,MDLO,20131368667,Av. Carlos Izaguirre 813 Urb. Mercurio,
10065,150118,LIMA,LIMA,LURIGANCHO,Municipalidad Distrital de Lurigancho,MDLCH,20131371455,Trujillo Sur 496,
10066,150119,LIMA,LIMA,LURIN,Municipalidad Distrital de Lurín,munilurin,20131376767,Plaza de Armas - Lurín Cercado S/N,
10067,150120,LIMA,LIMA,MAGDALENA DEL MAR,Municipalidad Distrital de Magdalena del Mar - LIMA,MDMM,20131376848,Av. Brasil 3501 - Magdalena del Mar,
10069,150122,LIMA,LIMA,MIRAFLORES,Municipalidad Distrital de Miraflores - LIMA,MDMiraflores,20131377224,Av. Larco 400,
10070,150123,LIMA,LIMA,PACHACAMAC,Municipalidad Distrital de Pachacámac,MDPACHACAMAC,20174614271,Jr. Paraiso Nº 206,
10071,150124,LIMA,LIMA,PUCUSANA,Municipalidad Distrital de Pucusana,MDP,20131372699,Av. Grau 309,
10072,150125,LIMA,LIMA,PUENTE PIEDRA,Municipalidad Distrital de Puente Piedra,MDPP,20131366702,Calle 9 de Junio Nº 100,
10073,150126,LIMA,LIMA,PUNTA HERMOSA,Municipalidad Distrital de Punta Hermosa,MD-PUNTAHERMOSA,20131366451,Elias Aguirre N° 477,
10074,150127,LIMA,LIMA,PUNTA NEGRA,Municipalidad Distrital de Punta Negra,MDPN,20131366532,Esq. Av. San Jose y Los Calamares S/N,
10075,150128,LIMA,LIMA,RIMAC,Municipalidad Distrital del Rimac,MDR,20131366613,Plaza de Armas del Rímac,
10077,150129,LIMA,LIMA,SAN BARTOLO,Municipalidad Distrital de San Bartolo,MDSanBartolo,20131376686,Av. Parque principal S/N,
10078,150130,LIMA,LIMA,SAN BORJA,Municipalidad Distrital de San Borja,MDSanBorja,20131373741,Joaquín Madrid 200,
10080,150131,LIMA,LIMA,SAN ISIDRO,Municipalidad Distrital de San Isidro Lima,MDSI,20130534211,Calle Augusto Tamayo 180,
10081,150132,LIMA,LIMA,SAN JUAN DE LURIGANCHO,Municipalidad Distrital de San Juan de Lurigancho,MDSJL,20131378034,Jr. Los Amautas 180 - Urb. Zárate,
10082,10103,Amazonas,CHACHAPOYAS,BALSAS,Municipalidad Distrital de Balsas,MD-BALSAS,20165779879,Av. Marañon s/n,
10083,150133,LIMA,LIMA,SAN JUAN DE MIRAFLORES,Municipalidad Distrital de San Juan de Miraflores - LIMA,SJM,20131378204,Av. Belisario Suarez Nº 1075 - ZONA D,
10084,10104,Amazonas,CHACHAPOYAS,CHETO,Municipalidad Distrital de Cheto,MD-CHETO,20190691251,Jr. Amazonas S/N,
10085,10105,Amazonas,CHACHAPOYAS,CHILIQUIN,Municipalidad Distrital de Chiliquin,MD-CHILIQUIN,20223938125,Plaza Principal  S/N,
10086,10106,Amazonas,CHACHAPOYAS,CHUQUIBAMBA,Municipalidad Distrital de Chuquibamba,MD-CHUQUIBAMBA,,Jr. San Martin s/n,
10087,150134,LIMA,LIMA,SAN LUIS,Municipalidad Distrital de San Luis - LIMA,MDSL,20131378115,Av. del Aire N° 1540,
10088,10107,Amazonas,CHACHAPOYAS,GRANADA,Municipalidad Distrital de Granada,MD-GRANADA,20202348221,Calle Túpac Amaru S/N,
10089,150135,LIMA,LIMA,SAN MARTIN DE PORRES,Municipalidad Distrital de San Martín de Porres,MDSMP,20131372427,CAR. ANCON NRO. K4.5 - Lima 31. San Martín de Porres,
10090,10108,Amazonas,CHACHAPOYAS,HUANCAS,Municipalidad Distrital de Huancas,MD-HUANCAS,20146919104,Jr. Sociego 230,
10091,10109,AMAZONAS,CHACHAPOYAS,LA JALCA,Municipalidad Distrital de Jalca Grande,MD-JGRANDE,20165783043,Jr. Alonso de Alvarado S/N,
10092,10110,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,Municipalidad Distrital de Leymebamba,MD-LEYMEBAMBA,20165783710,Jr. Sucre Nº 121,
10093,10111,Amazonas,CHACHAPOYAS,LEVANTO,Municipalidad Distrital de Levanto,MD-LEVANTO,20165783639,Jr. Alonso de Alvarado N° 211,
10094,10112,Amazonas,CHACHAPOYAS,MAGDALENA,Municipalidad Distrital de Magdalena - CHACHAPOYAS,MD-MAGDALENA,20156003141,Plaza Principal S/N,
10095,10113,Amazonas,CHACHAPOYAS,MARISCAL CASTILLA,Municipalidad Distrital  Mariscal Castilla,MD-MCASTILLA,20182762599,Calle Limatambo S/N,
10096,10114,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,Municipalidad Distrital de Molinopampa,MD-MOLINOPAMPA,20176208601,Plaza  de Armas S/N,
10097,10115,AMAZONAS,CHACHAPOYAS,MONTEVIDEO,Municipalidad Distrital de Montevideo,MD-MONTEVIDEO,20165783558,Jr. Tranquilidad S/N,
10098,10116,AMAZONAS,CHACHAPOYAS,OLLEROS,Municipalidad Distrital de Olleros - Amazonas,MD-OLLEROS,20187388211,Plaza de Armas S/N,
10099,10117,Amazonas,CHACHAPOYAS,QUINJALCA,Municipalidad Distrital de Quinjalca,MD-QUINJALCA,20165779283,Plaza de Armas  S/N,
10100,10118,AMAZONAS,CHACHAPOYAS,SAN FRANCISCO DE DAGUAS,Municipalidad Distrital de San Francisco de Daguas,MD-SFDAGUAS,20208022602,Carretera Chachapoyas - Rodriguez de Mendoza,
10101,10119,Amazonas,CHACHAPOYAS,SAN ISIDRO DE MAINO,Municipalidad Distrital de San Isidro del Mayno,MD-SIMAYNO,20168006862,Jr. Amazonas S/N,
10102,10120,Amazonas,CHACHAPOYAS,SOLOCO,Municipalidad Distrital de Soloco,MD-SOLOCO,20177726517,Calle Francisco Pizarro S/N,
10103,10121,Amazonas,CHACHAPOYAS,SONCHE,Municipalidad Distrital de Sonche,MD-SONCHE,20191954069,Jr. Bolívar S/N,
10104,10200,Amazonas,BAGUA,NULL,Municipalidad Provincial de Bagua,MPB,20156003060,Av. Heroes del Cenepa 1060,
10105,10202,AMAZONAS,BAGUA,ARAMANGO,Municipalidad Distrital de Aramango,MD-Aramango,20220669603,Jr. 28 de Julio 309 2do piso,
10106,10203,Amazonas,BAGUA,COPALLIN,Municipalidad Distrital de Copallin,MDCopallin,10185607471,Jr. Garcilazo de la Vega 321,
10107,10204,AMAZONAS,BAGUA,EL PARCO,Municipalidad Distrital El Parco,MDElParco,20187024286,Jr. Amazonas 221,
10108,10205,AMAZONAS,BAGUA,IMAZA,MUNICIPALIDAD DISTRITAL DE IMAZA,MDI,20178082141,Jr. 28 de Julio S/N,
10110,150137,LIMA,LIMA,SANTA ANITA,Municipalidad Distrital de Santa Anita,MDSA,20131369043,Av. Los Eucaliptos Cdra. 12  S/N  -  Coop. Universal,
10111,10300,AMAZONAS,BONGARA,NULL,Municipalidad Provincial de Bongara - Jumbilla,MPBJ,20168772638,JR. GARCILAZO DE LA VEGA #355,
10112,10302,Amazonas,BONGARA,CHISQUILLA,Municipalidad Distrital de Chisquilla,MD-CHISQUILLA,20165783809,Plaza de Armas S/N,
10113,150138,LIMA,LIMA,SANTA MARIA DEL MAR,Municipalidad Distrital de Santa María del Mar,MDSMM,20145420513,Av. El Sardinero S/N,
10114,10303,Amazonas,BONGARA,CHURUJA,Municipalidad Distrital de Churuja,MD-CHURUJA,20170015666,Plaza Principal  S/N,
10115,10304,Amazonas,BONGARA,COROSHA,Municipalidad Distrital de Corosha,MD-COROSHA,20198193616,Plaza de Armas S/N,
10116,150139,LIMA,LIMA,SANTA ROSA,Municipalidad Distrital de Santa Rosa - Lima,MDSR,20135890112,Av. Alejandro Bertello S/N - Santa Rosa,
10117,10305,Amazonas,BONGARA,CUISPES,Municipalidad Distrital de Cuispes,MD-CUISPES,20165780966,Jr. Unión S/N,
10118,150141,LIMA,LIMA,SURQUILLO,Municipalidad Distrital de Surquillo,MDS,20131372346,Jr. Manuel Irribarren N° 155,
10119,10306,Amazonas,BONGARA,FLORIDA,Municipalidad Distrital de Florida,MDF,20165784287,Jr. Florida 501,
10120,10307,Amazonas,BONGARA,JAZAN,Municipalidad Distrital de Jazan,MD-JAZAN,20168006277,Av. Marginal N°172,
10121,10308,Amazonas,BONGARA,RECTA,Municipalidad Distrital de Recta,MDRECTA,20170016123,Jr. San Martin s/n,
10122,150142,LIMA,LIMA,VILLA EL SALVADOR,Municipalidad Distrital de Villa El Salvador,MUNIVES,20187346488,"Sector 2, Grupo 15,  Av. Revolucion S/N cruce con Av. Cesar Vallejo",
10123,10309,Amazonas,BONGARA,SAN CARLOS,Municipalidad Distrital de San Carlos,MD-SCARLOS,20350033557,Calle Santa Catalina S/N,
10124,150143,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,Municipalidad Distrital de Villa María del Triunfo,MD - VMT,20131372770,Jr. José Galvez 845,
10125,10310,AMAZONAS,BONGARA,SHIPASBAMBA,Municipalidad Distrital de Shipasbamba,MD-SHIPASBAMBA,20165779798,Jr. Progreso S/N,
10126,10311,Amazonas,BONGARA,VALERA,Municipalidad Distrital de Valera,MD-VALERA,20185603645,Plaza de Armas S/N,
10127,10312,Amazonas,BONGARA,YAMBRASBAMBA,Municipalidad Distrital  de Yambrasbamba,MDY,20165782233,Yambrasbamba s/n,
10129,20105,ANCASH,HUARAZ,INDEPENDENCIA,Gobierno Regional de Ancash,GRA,20530689019,CAMPAMENTO VICHAY S/N - INDEPENDENCIA HUARAZ,
10130,30101,APURIMAC,ABANCAY,ABANCAY,Gobierno Regional de Apurimac,GR-Apurimac,20527141762,Jr. Puno N° 107,
10131,40101,AREQUIPA,AREQUIPA,AREQUIPA,Gobierno Regional de Arequipa,GRA,20498390570,"Urb, César Vallejo Av. Unión N°200 - Paucarpata",
10133,10402,Amazonas,CONDORCANQUI,EL CENEPA,Municipalidad Distrital de El Cenepa,Muni El Cenepa,20176214679,Sentamai 201,
10134,10403,Amazonas,CONDORCANQUI,RIO SANTIAGO,Municipalidad Distrital de Rio Santiago,MDRS,20182121453,AV. ZACARIAS S/N PUERTO GALILEA RIO SANTIAGO,
10135,50101,AYACUCHO,HUAMANGA,AYACUCHO,Gobierno Regional de Ayacucho,GR-Ayacucho,20452393493,Jr. Callao 122 Ayacucho,
10136,10501,AMAZONAS,LUYA,NULL,Municipalidad Provincial de Luya,MPL-L,20185609171,Jr. Lima 198 (Plaza de Armas) Lamud,
10137,60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,Gobierno Regional Cajamarca,GRC,20453744168,Jr. Sta. Teresa Journet 351 - Urb. La Alameda,
10138,10502,Amazonas,LUYA,CAMPORREDONDO,Municipalidad Distrital de Camporredondo,MD-CAMPORREDONDO,20166763143,Jr. 3 de Noviembre Nº 145,
10139,80108,CUSCO,CUSCO,WANCHAQ,Gobierno Regional Cusco,GRCusco,20527147612,Av.Tomasa Tito Condemayta s/n Cusco,
10140,10503,Amazonas,LUYA,COCABAMBA,Municipalidad Distrital de Cocabamba,MDC,20176210681,Jr. Cajamanrca s/n,
10141,10504,Amazonas,LUYA,COLCAMAR,Municipalidad Distrital de Colcamar,MD-COLCAMAR,20187387915,Plaza Principal  S/N,
10142,90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,Gobierno Regional de Huancavelica,GR-Huancavelica,20486020882,JR. TORRE TAGLE N° 336,
10144,10505,Amazonas,LUYA,CONILA,Municipalidad Distrital de Conila,MD-CONILA,20190690874,Jr. Bolognesi s/n,
10145,10506,Amazonas,LUYA,INGUILPATA,Municipalidad Distrital de Inguilpata,MD-INGUILPATA,20165778473,Jr. San Isidro s/n,
10146,100102,HUANUCO,HUANUCO,AMARILIS,Gobierno Regional de Huánuco,GOREHCO,20489250731,Calle Calicanto 145 - Amarilis - Huánuco,
10147,110101,ICA,ICA,ICA,Gobierno Regional de Ica,GORE-ICA,20452393817,Av. Cutervo No. 920,
10148,120101,JUNIN,HUANCAYO,HUANCAYO,Gobierno Regional  Junín,GRJ,20486021692,Jr. Loreto 363 - Huancayo,
10149,130101,LA LIBERTAD,TRUJILLO,TRUJILLO,Gobierno Regional de La Libertad,GRLL,20440374248,Los Brillantes 650 - Urb. Santa Ines - Trujillo,
10150,150202,LIMA,BARRANCA,PARAMONGA,Municipalidad Distrital de Paramonga,MDP,20188938354,Av. Almirante Grau S/N,
10151,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,Gobierno Regional de Lambayeque,GR-Lambayeque,20479569780,Av. Juan Tomis Stack N° 975 - Carretera Pimentel (Frente al SENATI),
10152,160112,LORETO,MAYNAS,BELEN,Gobierno Regional de Loreto,GOREL,20493196902,Av. José Abelardo Quiñones Km. 1.5 - Villa Belen (Ex local de PETROPERU),
10153,170101,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,Gobierno Regional de Madre de Dios,GOREMAD,20527143200,Jr. Guillermo Billinghurts N° 480 - Embarcadero Turístico,
10154,180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,Gobierno Regional Moquegua,GRM,20519752604,Carretera Moquegua - Toquepala Km. 0.3,
10155,10507,Amazonas,LUYA,LONGUITA,Municipalidad Distrital de Longuita,MD-LONGUITA,20165780702,Plaza de Armas S/N,
10156,10508,Amazonas,LUYA,LONYA CHICO,Municipalidad Distrital de Lonya Chico,MD-LONYA CHICO,20165781181,Jr. Ortiz Arrieta 663,
10157,190113,PASCO,PASCO,YANACANCHA,GOBIERNO REGIONAL PASCO,GOREPA,20489252270,Edif. Estatal Nº 1 San Juan Pampa -Cerro de Pasco,
10158,10509,Amazonas,LUYA,LUYA,Municipalidad Distrital de Luya,MD-LUYA,20146919287,Jr. Bolognesi 256,
10159,10510,Amazonas,LUYA,LUYA VIEJO,Municipalidad Distrital de Luya Viejo,MD-LUYA VIEJO,20190690793,Jr.Progreso s/n,
10160,150203,LIMA,BARRANCA,PATIVILCA,Municipalidad Distrital de Pativilca,MDP,20188957146,Calle Bolivar 209,
10161,200101,PIURA,PIURA,PIURA,Gobierno Regional de Piura,GR-Piura,20484004421,Av.San Roman s/n - Urb Chipe - Piura,
10162,10511,AMAZONAS,LUYA,MARIA,Municipalidad Distrital de María,MD-MARIA,20185607802,Jr. Bolognesi s/n,
10163,210101,PUNO,PUNO,PUNO,Gobierno Regional de Puno,GR-Puno,20406325815,Jr. Deustua N° 356,
10164,10512,AMAZONAS,LUYA,OCALLI,Municipalidad Distrital de Ocalli,MD-OCALLI,20177726193,Av. Libertad s/n,
10165,150204,LIMA,BARRANCA,SUPE,Municipalidad Distrital de Supe,MDS,20177901963,Jr. San Martín Nº 446,
10166,220101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,Gobierno Regional San Martín,GORESAM,20531375808,Calle Aeropuerto Nº 150 - Barrio de Lluyllucucha - Moyobamba,
10167,230101,TACNA,TACNA,TACNA,Gobierno Regional de Tacna,G.R.TACNA,20519752515,Hipolito Unanue 1269 Tacna,
10168,10513,Amazonas,LUYA,OCUMAL,Municipalidad Distrital de Ocumal,MD-OCUMAL,20185610421,Jr. Amazonas Collonce S/N,
10169,10514,Amazonas,LUYA,PISUQUIA,Municipalidad Distrital de Pisuquia,MD-PISUQUIA,20156002926,Plaza de Armas S/N,
10170,240101,TUMBES,TUMBES,TUMBES,Gobierno Regional  Tumbes,GR-Tumbes,20484003883,Av. La Marina N° 200,
10171,10515,Amazonas,LUYA,PROVIDENCIA,Municipalidad Distrital de Providencia,MD-PROVIDENCIA,20187384223,Providencia S/N,
10172,10516,Amazonas,LUYA,SAN CRISTOBAL,Municipalidad Distrital de San Cristóbal - Amazonas,MD-SCRISTOBAL,20206903211,Plaza de Armas S/N,
10173,10517,Amazonas,LUYA,SAN FRANCISCO DEL YESO,Municipalidad Distrital de San Francisco del Yeso,MD-SFDELYESO,20175205048,Plaza de Armas S/N,
10174,250101,UCAYALI,CORONEL PORTILLO,CALLARIA,Gobierno Regional de Ucayali,GR-Ucayali,20393066386,Jr. Raymondi 220 Pucallpa,
10175,10518,Amazonas,LUYA,SAN JERONIMO,Municipalidad Distrital de San Jerónimo,MDSJ,20200967055,Av. 22 de Noviembre s/n,
10176,10519,Amazonas,LUYA,SAN JUAN DE LOPECANCHA,Municipalidad Distrital de San Juan de Lopecancha,MDJL,20156003736,Jr. San Juan  s/n,
10177,10520,Amazonas,LUYA,SANTA CATALINA,Municipalidad Distrital de Santa Catalina,MuniSantaCatalina,20205208179,Av. El Comercio s/n,
10178,10521,Amazonas,LUYA,SANTO TOMAS,Municipalidad Distrital de Santo Tomás - Amazonas,MD-STO.TOMAS,20183970055,Jr. San Martín  S/N,
10179,10522,Amazonas,LUYA,TINGO,Municipalidad Distrital de Tingo,MD-TINGO,20170145446,Plaza de Armas S/N,
10180,10523,AMAZONAS,LUYA,TRITA,Municipalidad Distrital de Trita,MDTRITIA-F,,Jr. Progreso s/n,
10181,10600,AMAZONAS,RODRIGUEZ DE MENDO,NULL,Municipalidad Provincial de Rodriguez de Mendoza,MP-RMENDOZA,20182762327,Jr. Matiaza Rimachi Nº 510 - San Nicolás,
10183,10602,Amazonas,RODRIGUEZ DE MENDO,CHIRIMOTO,Municipalidad Distrital de Chirimoto,MD-CHIRIMOTO,20207202127,Plaza Principal  S/N,
10184,10603,Amazonas,RODRIGUEZ DE MENDO,COCHAMAL,Municipalidad Distrital de Cochamal,MD-COCHAMAL,20193174800,Jr. San Martín S/N,
10185,10604,AMAZONAS,RODRIGUEZ DE MENDO,HUAMBO,Municipalidad Distrital de Huambo - Amazonas,MD-HUAMBO,20166751994,Jr. El Porvenir Nº 421,
10186,10605,AMAZONAS,RODRIGUEZ DE MENDO,LIMABAMBA,Municipalidad Distrital de Limabamba,MD-LIMABAMBA,20168290137,Jr. Matiaza Rimachi  Nº 302,
10187,10606,Amazonas,RODRIGUEZ DE MENDO,LONGAR,Municipalidad Distrital de Longar,MD-LONGAR,20170014341,Jr. Hermanos Vargas S/N,
10188,10607,Amazonas,RODRIGUEZ DE MENDO,MARISCAL BENAVIDES,Municipalidad Distrital de Mariscal Benavides,MD-MBENAVIDES,20166756287,San Nicolás  Nº 299,
10189,10608,AMAZONAS,RODRIGUEZ DE MENDO,MILPUC,Municipalidad Distrital de Milpuc,MD-MILPUC,20183972007,Av. Amazonas  S/N,
10190,10609,Amazonas,RODRIGUEZ DE MENDO,OMIA,Municipalidad Distrital de Omia,MD-OMIA,20170145365,Av. Virgen Del Rosario S/N,
10191,10611,Amazonas,RODRIGUEZ DE MENDO,TOTORA,Municipalidad Distrital de Totora,MD-TOTORA,20166753776,Jr. Carolina Portocarrero S/N,
10192,10612,Amazonas,RODRIGUEZ DE MENDO,VISTA ALEGRE,Municipalidad Distrital de Vista Alegre,MD-VISTA ALEGRE,20308985831,Calle Vista Alegre S/N,
10194,10702,Amazonas,UTCUBAMBA,CAJARURO,Municipalidad Distrital de Cajaruro,MDC,20165778121,Jr. San San Miguel s/n,
10195,10703,Amazonas,UTCUBAMBA,CUMBA,Municipalidad Distrital de Cumba,MD-CUMBA,20146918043,Av. San Pedro Nº 1059,
10196,10704,AMAZONAS,UTCUBAMBA,EL MILAGRO,Municipalidad Distrital de El Milagro,MDEM,20141602137,Jr. Lambayeque  183,
10197,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,Corte Superior de Amazonas,D.J.AMAZONAS,NULL,Jr. Triunfo N° 592 – Chachapoyas (Plazuela Belén),
10198,20101,ANCASH,HUARAZ,HUARAZ,Corte Superior de Ancash,D.J.ANCASH,NULL,Plaza de Armas s/n Huaraz,
10199,10705,Amazonas,UTCUBAMBA,JAMALCA,Municipalidad Distrital de Jamalca,MD-JAMALCA,20190339450,Jr. San Martín S/N,
10200,10706,Amazonas,UTCUBAMBA,LONYA GRANDE,Municipalidad Distrital de Lonya Grande,MD-LONYA GRANDE,20146917403,Jr. 2 De Mayo Nº 256,
10201,30101,APURIMAC,ABANCAY,ABANCAY,Corte Superior de Apurimac,D.J. APURIMAC,NULL,Av. Díaz Barcenas No. 100 Abancay,
10202,40101,AREQUIPA,AREQUIPA,AREQUIPA,Corte Superior de Arequipa,CSJAR,20456310959,Plaza España s/n Cercado - Arequipa,
10203,10707,Amazonas,UTCUBAMBA,YAMON,Municipalidad Distrital  de Yamon,MD-YAMON,20350098250,Calle Lima S/N,
10204,50101,AYACUCHO,HUAMANGA,AYACUCHO,Corte Superior de Ayacucho,D.J. AYACUCHO,NULL,Portal Constitución N° 20 Huamanga,
10205,60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,Corte Superior de Cajamarca,D.J. CAJAMARCA,20529629355,Jr. El comercio 680 Cajamarca,
10206,70101,CALLAO,CALLAO,CALLAO,Corte Superior del Callao,D.J. CALLAO,20550310539,Av. Dos de Mayo Cdra. 5 s/n - Callao,
10207,150501,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,Corte Superior de Cañete,D.J. CANETE,NULL,"Urbanización Condoray Mz. A - Lote 9, San Vicente de Cañete",
10208,150112,LIMA,LIMA,INDEPENDENCIA,Corte Superior del Lima Norte,D.J. LIMA NORTE,20159981216,Av. Carlos Izaguirre Nº 176,
10209,80101,CUSCO,CUSCO,CUSCO,Corte Superior de Cusco,D.J. Cusco,20490770683,Av. el Sol 239 Cusco,
10210,21801,ANCASH,SANTA,CHIMBOTE,Corte Superior de Justicia del Santa,D.J. SANTA,20541763849,Av. Haya de la Torre N° 832 Chimbote,
10211,90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,Corte Superior de Huancavelica,D.J. Huancavelica,NULL,Jr. Torres Tagles s/n - Cercado,
10212,100101,HUANUCO,HUANUCO,HUANUCO,Corte Superior de Huanuco,D.J. HUANUCO,NULL,Jr. Dos de Mayo N° 1191 Plaza de Armas - Huánuco,
10213,150801,LIMA,HUAURA,HUACHO,Corte Superior de Huaura,D.J. HUAURA,NULL,Av. Echenique 898 - Huacho,
10214,110101,ICA,ICA,ICA,Corte Superior de Ica,D.J. ICA,NULL,Calle Ayacucho N° 500 Ica,
10215,120114,JUNIN,HUANCAYO,EL TAMBO,Corte Superior de Junin,D.J. JUNIN,20568198272,Jr. Parra del Riego N° 400 El Tambo,
10216,130101,LA LIBERTAD,TRUJILLO,TRUJILLO,Corte Superior de la Libertad,D.J. LA LIBERTAD,20477550429,Jr. Pizarro N° 544 Trujillo,
10219,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,Corte Superior de Lambayeque,D.J. LAMBAYEQUE,20487872319,Jr. San José N° 1052 Chiclayo,
10220,21201,ANCASH,HUAYLAS,CARAZ,Municipalidad Provincial de Huaylas,MPHy,20146925767,Jr. San Martín Nº 1121 - Plaza de Armas de Caraz,
10221,160101,LORETO,MAYNAS,IQUITOS,Corte Superior de Loreto,D.J. LORETO,NULL,Av. Grau N° 720 - Plaza 28 de Julio Iquitos,
10222,21202,Ancash,HUAYLAS,HUALLANCA,Municipalidad Distrital de Huallanca - Ancash - Huaylas,MD-HUALLANCA,20146925929,Calle Santa Rosa Nº 142,
10223,21203,Ancash,HUAYLAS,HUATA,Municipalidad Distrital de Huata,MDH,20146926143,Plaza La Libertad   S/N,
10224,170000,MADRE DE DIOS,NULL,NULL,Corte Superior de Madre de Dios,D.J. MADRE DE DIOS,NULL,Av. Ernesto Rivero N° 722,
10226,21205,Ancash,HUAYLAS,MATO,Municipalidad Distrital de Mato,MD-MATO,20146926224,Jr. Nicolás de Piérola S/N,
10227,200101,PIURA,PIURA,PIURA,Corte Superior de Piura,D.J. PIURA,NULL,Calle Lima N° 997 Piura,
10228,21206,Ancash,HUAYLAS,PAMPAROMAS,Municipalidad Distrital de Pamparomas,MD-Pamparomas,20146925848,Jr. Juan Méndez S/N,
10229,210101,PUNO,PUNO,PUNO,Corte Superior de Puno,D.J. PUNO,NULL,"Jr. Puno N° 459, Plaza de Armas Puno",
10230,150121,LIMA,LIMA,Pueblo Libre,Municipalidad Distrital de Pueblo Libre - LIMA,MD-PUEBLO LIBRE,20131377062,Av. General Vivanco 859 - Pueblo Libre,
10231,220101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,Corte Superior de San Martin,D.J. SAN MARTIN,NULL,Jr. Pedro Canga N° 354 Moyobamba,
10232,21208,Ancash,HUAYLAS,SANTA CRUZ,Municipalidad Distrital de Santa Cruz - Ancash,MD-STA.CRUZ,20146920374,Plaza Principal  S/N,
10233,230101,TACNA,TACNA,TACNA,Corte Superior de Tacna,D.J. TACNA,NULL,Calle Inclán esquina con Presbítero Andía. Tacna,
10234,21209,ANCASH,HUAYLAS,SANTO TORIBIO,Municipalidad Distrital de Santo Toribio,munisantotoribio,20207751147,Plaza de Concordia s/n,
10235,21210,ANCASH,HUAYLAS,YURACMARCA,Municipalidad Distrital de Yuracmarca,MD-YURACMARCA,20146926062,Plaza Principal  S/N,
10237,21302,Ancash,MARISCAL LUZURIAGA,CASCA,Municipalidad Distrital de Casca,MDCasca,,Plaza de Armas s/n,
