CODIGO_ENTIDAD,CODIGO_UBIGEO,DEPARTAMENTO,PROVINCIA,DISTRITO,NOMBRE_ENTIDAD,SIGLA_ENTIDAD,RUC_ENTIDAD,DIRECCION_ENTIDAD,...10
14051,150131,LIMA,LIMA,SAN ISIDRO,Programa Nacional de Conservación de Bosques,PNCBMCC,20546871330,Av. Dos de Mayo 1545 - Piso 5,
14056,200601,PIURA,SULLANA,SULLANA,HOSPITAL DE SULLANA II-2,HAS,20356828055,AV. SANTA ROSA S/N,
14059,120101,JUNIN,HUANCAYO,HUANCAYO,Sociedad de Beneficencia de Huancayo,SBH,20133670191,JR. CUZCO N° 1576,
14060,200101,PIURA,PIURA,PIURA,DIRECCION REGIONAL DE LA PRODUCCION - PIURA,DIREPRO-PIURA,20316039511,Calle Los Ficus 153 - Urb 04 de Enero Piura,
14062,200101,PIURA,PIURA,PIURA,Dirección Regional de Comercio Exterior y Turismo - Piura,DIRCETUR-PIURA,20315855030,Calle Los Ceibos Mz. L Lote 16 - Urb. Miraflores  Castilla - Piura,
14063,150114,LIMA,LIMA,LA MOLINA,Unidad Ejecutora 003 - Zona Arqueológica Caral/MC,UE003-ZAC/MC,20505982259,Av. Las Lomas de la Molina N° 327. Urb. Las Lomas de la Molina,
14065,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,DIRECCION REGIONAL DE EDUCACION AMAZONAS,DRE-AMAZONAS,20185603483,JR. JUNIN 1143,
14066,150117,LIMA,LIMA,LOS OLIVOS,HOSPITAL MUNICIPAL LOS OLIVOS,HMLO,20514772194,Av. Naranjal Nro. 318,
14069,150116,LIMA,LIMA,LINCE,"Superintendencia de Transporte Terrestre de Personas, Carga y Mercancias",SUTRAN,20536902385,Av Arequipa Nº 1593,
14074,240101,TUMBES,TUMBES,TUMBES,Direccion Regional Sectorial Energia y Minas Tumbes,DREM TUMBES,20367026724,Calle Filipinas N° 300 Cercado de Tumbes,
14076,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,Unidad Ejecutora 005 Proyecto Especial Naylamp - Lambayeque,U.E. 005,20480108222,Calle Pimentel 165 - Urbanización Santa Victoria Chiclayo,
14078,40112,AREQUIPA,AREQUIPA,PAUCARPATA,Gerencia Regional de Transportes y Comunicaciones - Arequipa - Abog. Jose Edwin Gamarra Vasquez,GRTC-AQP,20370859877,AVENIDA GUARDIA CIVIL Nº 702,
14083,70101,CALLAO,CALLAO,CALLAO,FONDO MUNICIPAL DE INVERSIONES DEL CALLAO S.A,FINVER CALLAO S.A.,20138695884,JR. ADOLFO KING 366,
14084,230101,TACNA,TACNA,TACNA,Dirección Regional Sectorial de Agricultura Tacna,DRSAT,20201529400,Av. Manuel A. Odria 1508,
14089,160101,LORETO,MAYNAS,IQUITOS,ENTIDAD PRESTADORA DE SERVICIOS DE SANEAMIENTO DE AGUA POTABLE Y ALCANTARILLADO DE LORETO S.A.,EPS SEDALORETO S.A.,20103745293,HUALLAGA # 328,
14091,50611,AYACUCHO,LUCANAS,LUCANAS,Municipalidad Distrital de Lucanas,MD- LUCANAS,20230589446,Jr. Atómico  S/N,
14092,150135,LIMA,LIMA,SAN MARTIN DE PORRES,UNIDAD DE GESTIÓN EDUCATIVA LOCAL N° 02,UGEL 02,20332784111,Jr. Antón Sánchez Nº 202 Urb. Miguel Grau,
14093,150140,LIMA,LIMA,SANTIAGO DE SURCO,SECRETARÍA NACIONAL DE LA JUVENTUD,SENAJU,20380795907,"CALLE COMPOSTELA 142, URBANIZACION LA CALESA - SURCO",
14095,130401,LA LIBERTAD,CHEPEN,CHEPEN,UGEL CHEPEN,UGELCH,20438627741,CALLE GONZÁLES PRADA N° 190,
14097,21809,ANCASH,SANTA,NUEVO CHIMBOTE,SUB REGION PACIFICO,SRP,20320162352,Av. Chimbote Nro 130,
14100,150101,LIMA,LIMA,LIMA,Proyecto Especial Parque Ecológico Nacional Antonio Raimondi,PEPENAR,NULL,Av. Dos de Mayo 1545,
14101,20105,ANCASH,HUARAZ,INDEPENDENCIA,Red de Salud Huaylas Sur,RSHS,20488336917,Jr. Corongo Psje. La Merced Nº 135-F,
14103,100601,HUANUCO,LEONCIO PRADO,RUPA-RUPA,INSTITUTO VIAL PROVINCIAL DE LEONCIO PRADO,IVP-LEONCIO PRADO,20489289190,AV. AMAZONAS  N° 577-TINGO MARIA,
14106,180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,UGEL MARISCAL NIETO,UGEL MN,20519922453,Prolongacion Calle Los Angeles Mz. G Lte. 02 C.P. Los Angeles,
14108,110101,ICA,ICA,ICA,Hospital Santa María del Socorro Ica,HSMSI,20181753120,CALLE CASTROVIRREYNA 759,
14110,150131,LIMA,LIMA,SAN ISIDRO,"Centro Nacional de Estimación, Prevención y Reducción del Riesgo de Desastres",CENEPRED,20543891755,AV DEL PARQUE NORTE Nº313 - 319,
14111,170302,MADRE DE DIOS,TAHUAMANU,IBERIA,Proyecto Especial Madre de Dios,PEMD,20170258305,Jr. San Martin Nº 291 - Iberia,
14112,130901,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,Unidad Ejecutora 007 Marcahuamachuco,U.E. 007,20482535128,Jr. Sanchez Carrión N° 803,
14113,150113,LIMA,LIMA,JESUS MARIA,FONDO DE BIENESTAR DE LA PNP,FONBIEPOL,20388425360,AV. REPUBLICA DE CHILE 614,
14115,50101,AYACUCHO,HUAMANGA,AYACUCHO,Servicio de Administración Tributaria de Huamanga,SAT HUAMANGA,20494443466,Jr. 9 de diciembre Nº 491,
14116,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,Gerencia Regional de Trabajo y Promoción del Empleo – Lambayeque,GRTPE – LAMB,20479569780,CALLE LOS LAURELES Nº 131-137 URB. LOS LIBERTADORES,
14117,130101,LA LIBERTAD,TRUJILLO,TRUJILLO,Red de Salud Trujillo,UTES 6 TE,20396835801,Las Turquezas Nº 391 Urb. Santa Ines,
14119,30201,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,Universidad Nacional José María Arguedas,UNAJMA,20527760314,Jr. Juan Francisco Ramos N° 380,
14120,110101,ICA,ICA,ICA,SOCIEDAD DE BENEFICENCIA PUBLICA DE ICA,SBPI,20178825110,CALLE TACNA Nº 162,
14121,180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,Gerencia Regional de Salud Moquegua,GERESA Moquegua,20171880891,Av. Bolivar s/n,
14123,200302,PIURA,HUANCABAMBA,CANCHAQUE,I.E.N° 14566,I.E.N° 14566,NULL,Caserío Almte. Miguel Grau,
14124,110101,ICA,ICA,ICA,HOSPITAL REGIONAL DE ICA,HRICA,20162406052,NRO. S/N COMPLJ DEPORT SANTA MARIA ICA,
14125,180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,PROYECTO ESPECIAL REGIONAL PASTO GRANDE,PERPG,20519923182,Carretera Moquegua Toquepala km. 0.30,
14126,150108,LIMA,LIMA,CHORRILLOS,Autoridad Municipal de los Pantanos de Villa,PROHVILLA,20508353759,Av. Hernando Lavalle S/N,
14128,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,HOSPITAL REGIONAL VIRGEN DE FÁTIMA - CHACHAPOYAS,HRVFCH,20437350800,PASAJE DANIEL ALCIDES CARRIÓN N° 440,
14129,200101,PIURA,PIURA,PIURA,CAJA MUNICIPAL DE PIURA S.A.C.,CMAC PIURA,20113604248,Jr. Ayacucho 353 Centro Civico,
14130,160201,LORETO,ALTO AMAZONAS,YURIMAGUAS,Gerencia Sub Regional de Alto Amazonas,GSRAA,20408560137,Calle Sargento Lores #210,
14131,130101,LA LIBERTAD,TRUJILLO,TRUJILLO,TRANSPORTES METROPOLITANOS DE TRUJILLO,TMT,20477412549,CA. Paraguay Nro. 192 Urb. El Recreo - Trujillo,
14132,50201,AYACUCHO,CANGALLO,CANGALLO,UNIDAD EJECUTORA 301 EDUCACION CENTRO AYACUCHO - UGEL CANGALLO,UEECA,20452309298,PLAZA PRINCIPAL S/N,
14133,130101,LA LIBERTAD,TRUJILLO,TRUJILLO,SERVICIO  DE ADMINISTRACION DE INMUEBLES MUNICIPALES DE TRUJILLO,SAIMT,20481297223,JR. BOLIVAR Nº 554 - 558,
14136,250301,UCAYALI,PADRE ABAD,PADRE ABAD,RED DE SALUD N° 04 AGUAYTIA - SAN ALEJANDRO,RED DE SALUD N° 04 A,20393573725,JR. LAMAS N° 280,
14137,50509,AYACUCHO,LA MAR,SAMUGARI,Municipalidad Distrital de Samugari,MDS,20534461322,Jr. Los Laureles S/N Parque Principal de Palmapampa,
14138,190308,PASCO,OXAPAMPA,CONSTITUCIÓN,MUNICIPALIDAD DISTRITAL DE CONSTITUCIÓN,MDC,20207763820,Av. FERNANDO BELAUNDE TERRY S/N IV ETAPA,
14144,220901,SAN MARTIN,SAN MARTIN,TARAPOTO,Servicio de Administración Tributaria - Tarapoto,SAT-T,20450245713,Jr Rioja N°233,
14145,150131,LIMA,LIMA,SAN ISIDRO,Ministerio de Desarrollo e Inclusión Social,MIDIS,20545565359,Av. Paseo de la República N° 3101 San Isidro / Edificio Palacio: Jr de la Unión 264 - Cercado de Lima,
14147,230101,TACNA,TACNA,TACNA,Unidad de Gestión Educativa Local Tacna,UGEL Tacna,20325722941,Calle Atahualpa Nº 205,
14160,150131,LIMA,LIMA,SAN ISIDRO,Plan COPESCO Nacional,PCN,20511035997,Av. José Gálvez Barrenechea N° 290,
14163,100101,HUANUCO,HUANUCO,HUANUCO,Dirección Regional de Educación Huánuco,DRE-HCO,20182362141,JR. PROGRESO # 462,
14172,120101,JUNIN,HUANCAYO,HUANCAYO,RED DE SALUD VALLE DEL MANTARO,RSVM,20486391279,Jr. Lima Nº 594,
14173,50101,AYACUCHO,HUAMANGA,AYACUCHO,HOSPITAL REGIONAL DE AYACUCHO,HR MAMLL A,20172772278,AV. INDEPENDENCIA N° 355,
14174,10200,AMAZONAS,BAGUA,NULL,RED DE SALUD BAGUA,DRSB,20185837395,JR. AYACUCHO S/N REF. CDRA Nº 1,
14175,200401,PIURA,MORROPON,CHULUCANAS,E.S. II-1 HOSPITAL DE CHULUCANAS,ESHCHULUCANAS,20483997541,A.H. VATE MANRIQUE MZA. Z LOTE. 1,
14177,200101,PIURA,PIURA,PIURA,DIRECCION REGIONAL DE TRANSPORTES Y COMUNICACIONES PIURA,DRTyC - PIURA,20316018786,PASAJE JIRON LOS CEIBOS Nº 103 - URB. SANTA ISABEL,
14180,70101,CALLAO,CALLAO,CALLAO,Comité de Administración del Fondo Educativo del Callao,Cafed Callao,20543026574,Av. Elmer Faucett 3970,
14182,200401,PIURA,MORROPON,CHULUCANAS,DIRECCIÓN SUB REGIÓN DE SALUD MORROPÓN-HUANCABAMBA,DSRDSMH,20483721553,Av. Ramón Castilla 1351 Chulucanas,
14183,150000,LIMA,NULL,NULL,Programa Nacional de Asistencia Solidaria Pensión 65,PENSION 65,20547960051,"Calle Schell 310, Miraflores",
14184,150116,LIMA,LIMA,LINCE,Programa Nacional de Becas y Crédito Educativo.,PRONABEC,20546798152,"Av. Arequipa 1935, Lince - (Lima 14)",
14185,150801,LIMA,HUAURA,HUACHO,DIRECCION REGIONAL DE SALUD LIMA - PROVINCIA,DIRESA LIMA,20162086716,Calle José Arambulu La Rosa Nº 134,
14186,120601,JUNIN,SATIPO,SATIPO,UNIDAD DE GESTION EDUCATIVA LOCAL SATIPO,UGEL-S,20486041294,Psje. Santa Leonor S/N Mz G  Lote 6,
14189,21801,ANCASH,SANTA,CHIMBOTE,HOSPITAL LA CALETA - HLC,HLC,20186206852,Av. Malecon Grau s/n,
14190,220901,SAN MARTIN,SAN MARTIN,TARAPOTO,Dirección Regional de Trabajo y Promoción del Empleo San Martin,DRTPE-SM,20531552947,Jr. Angel Delgado Morey Nº 435,
14191,220101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,DIRECCION REGIONAL DE SALUD  - SAN MARTIN,DIRES,20154547259,"Av. Grau Cuadra 1, Local EXPRONAA",
14192,150113,LIMA,LIMA,JESUS MARIA,Centro Nacional de Abastecimiento de Recursos Estratégicos en Salud,CENARES,20538298485,Jr. Nazca Nº 548,
14193,40701,AREQUIPA,ISLAY,MOLLENDO,UNIDAD DE GESTION EDUCATIVA LOCAL DE ISLAY,UGELI,20190572031,Calle Iquitos Nª 437,
14194,120101,JUNIN,HUANCAYO,HUANCAYO,HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN,HRDMI - EC,20146536787,JR.PUNO N° 911,
14195,230101,TACNA,TACNA,TACNA,Dirección Regional de Trabajo y Promoción del Empleo de Tacna,DRTPE-TACNA,20519752515,Asoc. Guillermo Auza Arce Mz. 59 Lt. 13 - 14 C.P. Augusto B. Leguía,
14196,150201,LIMA,BARRANCA,BARRANCA,Universidad Nacional de Barranca,UNAB,20542068281,"Av. Toribio de Luzuriaga N° 376, M J - Urbanización La Florida, del Distrito y Provincia de Barranca",
14197,60401,CAJAMARCA,CHOTA,CHOTA,UNIDAD DE GESTION EDUCATIVA LOCAL CHOTA,UGEL CHOTA,20230151297,GREGORIO MALCA N° 896,
14198,80108,CUSCO,CUSCO,WANCHAQ,Dirección Regional de Trabajo y Promoción del Empleo-Cusco,DRTPE-Cusco,20527147612,Esq. Av. Micaela Bastidas S/N - Av. Alcides Vigo 301,
14199,220101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,"DIRECCIÓN REGIONAL DE VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",DRVCS-SM,20531429070,Jr. Libertad N° 693,
14201,130601,LA LIBERTAD,OTUZCO,OTUZCO,Unidad de Gestion Educativa Local  - Otuzco,UGEL O,20397492037,Av. Los Angeles N° 398 - Otuzco,
14202,220901,SAN MARTIN,SAN MARTIN,TARAPOTO,Gerencia Territorial Bajo Mayo - Tarapoto,GTBM-T,20488943996,Jr. Orellana Nº 634,
14203,40704,AREQUIPA,ISLAY,ISLAY,ZONA ESPECIAL DE DESARROLLO - MATARANI,ZED MATARANI,20454058187,Km 1 - Carretera Matarani Mollendo,
14204,130107,LA LIBERTAD,TRUJILLO,MOCHE,JUNTA DE PARTICIPACION SOCIAL DE MOCHE,JPSM,20165325762,AV. LA MARINA S/N FRENTE A LA PNP-MOCHE,
14205,150115,LIMA,LIMA,LA VICTORIA,Dirección Regional de Educación Lima Metropolitana,DRELM,20330611023,Jirón Julián Arce 412 Urb. Santa Catalina  (Alt. de la cuadra 4 de la Avenida Campodónico),
14206,200701,PIURA,TALARA,PARIÐAS,UNIDAD EJECUTORA INSTITUTOS SUPERIORES DE EDUCACIÓN PÚBLICA REGIONAL DE PIURA,UEISEPRP,20526489391,URB. LUIS NEGREIROS MZ -A  LT.2 PANAMERICANA NORTE KM. 1089,
14207,150101,LIMA,LIMA,LIMA,Fondo Consolidado de Reservas Previsionales,FCR,20421413216,Jr. Bolivia Nro. 109 Centro Civico de Lima (Piso 17 Torre Centro Civico de Lima),
14208,160201,LORETO,ALTO AMAZONAS,YURIMAGUAS,DIRECCION DE RED DE SALUD ALTO AMAZONAS,DIREDSAA,20450241564,CALLE HUALLAGA N°516A,
14209,50101,AYACUCHO,HUAMANGA,AYACUCHO,Dirección Regional de Salud de Ayacucho,DIRESA Ayacucho,20181079968,Urb. Mariscal Cáceres Mz. L Lote 1 y 2,
14210,100101,HUANUCO,HUANUCO,HUANUCO,"DIRECCION REGIONAL DE ENERGIA, MINAS E HIDROCARBUROS - HUANUCO",DREMH,20489250731,Jr. General Prado 957 - Huánuco,
14211,240101,TUMBES,TUMBES,TUMBES,DIRECCION REGIONAL DE SALUD DE TUMBES,DIRESA - TUMBES,20171001065,AV. FERNANDO BELAUNDE TERRY MZ.X LTE 1-10,
14212,110201,ICA,CHINCHA,CHINCHA ALTA,UNIDAD EJECUTORA 401-HOSPITAL SAN JOSÉ CHINCHA,UE1014 SALUD CHINCHA,20410275768,AV. ALVA MAURTUA Nº600,
14213,60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,DIRECCION REGIONAL DE AGRICULTURA CAJAMARCA,DRAC,20453743862,CARRETERA BAÑOS DEL INCA KM 3.5,
14214,220101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,DIRECCION REGIONAL DE COMERCIO EXTERIOR Y TURISMO - SAN MARTIN,DIRCETUR - SM,NULL,Jr. San Martin Nº 301,
14215,160112,LORETO,MAYNAS,BELEN,Direccion Regional de Salud Loreto,DIRESA Loreto,20408454299,Calle Leticia N° 410,
14216,80108,CUSCO,CUSCO,WANCHAQ,PROYECTO ESPECIAL REGIONAL PLAN DE MEJORAMIENTO DE RIEGO EN LA SIERRA Y SELVA,PER PMI,20140266575,Av. Pedro Vilcapaza N° 332 - Wanchaq,
14218,120301,JUNIN,CHANCHAMAYO,CHANCHAMAYO,Universidad Nacional Intercultural de la Selva Central Juan Santos Atahualpa,UNISCJSA,20568019521,Jr. Los Cedros Nº 141 - La Merced,
14219,150111,LIMA,LIMA,EL AGUSTINO,Programa Nacional de Alimentación Escolar Qali Warma,PNAE - QALI WARMA,20550154065,"Av. Nugget 125, 4to piso",
14221,80101,CUSCO,CUSCO,CUSCO,UNIDAD EJECUTORA 002 MC-CUSCO,DDC-Cusco,20490345397,Calle Saphy N°723,
14222,210101,PUNO,PUNO,PUNO,RED DE SALUD PUNO - U.E. 405 SALUD PUNO,RSP,20185881700,AV. EL SOL 1122,
14223,60801,CAJAMARCA,JAEN,JAEN,Universidad Nacional de Jaén,UNJ,20487463737,Jr. Cuzco N° 250 esquina con Antisuyo - Pueblo Libre,
14225,140115,LAMBAYEQUE,CHICLAYO,SAÐA,MUNICIPALIDAD DISTRITAL DE ZAÑA,MDZ,20185129129,CALLE REAL   N°  435-450,
14226,60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,SERVICIO DE ADMINISTRACION TRIBUTARIA DE CAJAMARCA,SAT CAJAMARCA,20453807267,AV. ALAMEDA DE LOS INCAS S/N COMPLEJO QHAPAC ÑAN - Frente a la Universidad Nacional de Cajamarca,
14227,200101,PIURA,PIURA,PIURA,Sociedad de Beneficencia Publica de Piura,SBP - PIURA,20147082861,Calle Lima Nº 878,
14230,150113,LIMA,LIMA,JESUS MARIA,Programa Perú Responsable,Perú Responsable,20504007945,Av. Salaverry 655 - Piso 7,
14231,60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,DIRECCIÓN REGIONAL DE TRANSPORTES Y COMUNICACIONES,DRTC – CAJAMARCA,20369027957,Jr. TARAPACA Nº 652,
14232,110101,ICA,ICA,ICA,Servicio de Administración Tributaria de Ica,SAT-ICA,20452454972,CALLE MADRESELVA L- 08 URB. SAN ISIDRO ICA,
14233,150301,LIMA,CAJATAMBO,CAJATAMBO,UNIDAD DE GESTIÓN EDUCATIVA LOCAL Nº 11 - CAJATAMBO,UGEL 11-C,20320710660,Jr. 28 de Julio S/N,
14234,180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,GERENCIA REGIONAL DE ENERGÍA Y MINAS MOQUEGUA,GREMM,20519752604,AV. BALTA N° 401,
14236,20101,ANCASH,HUARAZ,HUARAZ,Dirección Regional Agraria Ancash,DRA-A,20406989730,Prolong. Av. Raymondi S/N,
14237,50101,AYACUCHO,HUAMANGA,AYACUCHO,Sociedad de Beneficencia Pública de Ayacuho,SBPA,20143117422,Jirón Carlos F. Vivanco N°107- 2do piso,
14238,150110,LIMA,LIMA,COMAS,UNIDAD DE GESTIÓN EDUCATIVA LOCAL Nº 04,UGEL04,20260014987,Av. Carabayllo 561,
14239,150132,LIMA,LIMA,SAN JUAN DE LURIGANCHO,Unidad de Gestión Educativa Local N.º 05,UGEL 05,20331166830,"Av. Perú, s/n, urb. Caja de Agua",
14240,210101,PUNO,PUNO,PUNO,Proyecto Especial Binacional Lago Titicaca,PELT,20162117379,Av. La Torre N° 399,
14241,150107,LIMA,LIMA,CHACLACAYO,"INSTITUCIÓN EDUCATIVA PÚBLICA ""COLEGIO MAYOR SECUNDARIO PRESIDENTE DEL PERÚ-COAR LIMA""",CMSPP-COAR Lima,20546369383,CARRETERA CENTRAL KM 24.5,
14242,70106,CALLAO,CALLAO,VENTANILLA,UNIDAD DE GESTIÓN EDUCATIVA LOCAL VENTANILLA,UGEL VENTANILLA,20512368582,AV. EUCALIPTOS S/N CALLE 3 URB. SATÉLITE,
14243,150122,LIMA,LIMA,MIRAFLORES,"Sistema Nacional de Evaluación, Acreditación y Certificación de la Calidad Educativa",Sineace,20551178294,Calle Manuel Miota 235 San Antonio,
14244,170101,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,DIRECCIÓN REGIONAL DE TRABAJO Y PROMOCIÓN DEL EMPLEO DE MADRE DE DIOS,DRTPE,20527143200,JIRON TACNA Nº 293,
14245,150101,LIMA,LIMA,LIMA,SECRETARIA DE SEGURIDAD Y DEFENSA NACIONAL,SEDENA,20551592031,AV. AREQUIPA 310 - LIMA,
14246,50401,AYACUCHO,HUANTA,HUANTA,Unidad de Gestión Educativa Local Huanta,UGEL Huanta,20495123091,Jr. Odilon Vega N° 135,
14247,150118,LIMA,LIMA,LURIGANCHO,FABRICA DE ARMAS Y MUNICIONES DEL EJERCITO S.A.C.,FAME S.A.C.,20522449271,"Ex Hacienda Nievería s/n, Km. 3.5 Carretera Cajamarquilla",
14248,50302,AYACUCHO,HUANCA SANCOS,CARAPO,Municipalidad Distrital de Prueba,MD-PRUEBA,77777777777,xxxxxxxxxxxxxx,
14249,200405,PIURA,MORROPON,MORROPON,UNIDAD EJECUTORA 307 EDUCACION - UGEL MORROPON,UE - 307 - MORROPON,20526414978,AV. SAN MANUEL MZA. V LOTE. 11 A.H. SANTA ROSA PIURA - MORROPON - MORROPON,
14250,200201,PIURA,AYABACA,AYABACA,UNIDAD DE GESTION EDUCATIVA LOCAL AYABACA  UNIDAD EJECUTORA 308,UGEL  AYABACA,20484167720,JR BOLIVAR N° 100,
14251,200701,PIURA,TALARA,NULL,Unidad de Gestión Educativa Local  de Talara  N°306,UGEL Talara,20484249882,Avenidad Aviación N°195-Barrio Particular- Talara,
14252,21809,ANCASH,SANTA,NUEVO CHIMBOTE,RED DE SALUD PACIFICO SUR,RSPS,20531636539,"Av. Brasil S/N, Nuevo Chimbote",
14253,100601,HUANUCO,LEONCIO PRADO,RUPA-RUPA,UNIDAD EJECUTORA N° 302 LEONCIO PRADO,UGEL302-LEONCIO PRAD,20489925286,Jr. Tupac amaru n° 289-B,
14254,200601,PIURA,SULLANA,SULLANA,UNIVERSIDAD NACIONAL DE FRONTERA,UNF,20526270364,CALLE SAN HILARIÓN S/N,
14255,190113,PASCO,PASCO,YANACANCHA,Dirección Regional de Transportes y Comunicaciones Pasco,DRTC PASCO,20365469301,Av. el Minero N° 506 San Juan Pampa,
14256,21001,ANCASH,HUARI,HUARI,DIRECCION DE RED DE SALUD CONCHUCOS SUR,RSCSUR,20287034220,JR. MARISCAL LUZURIAGA N° 310,
14257,131001,LA LIBERTAD,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,UNIDAD DE GESTION EDUCATIVA LOCAL SANTIAGO DE CHUCO,UGEL-SCH,20397932886,CALLE LUIS FELIPE DE LA PUENTE UCEDA N° 1737,
14258,150122,LIMA,LIMA,MIRAFLORES,"FONDO NACIONAL DE DESARROLLO CIENTÍFICO, TECNOLOGÍCO Y DE  INNOVACIÓN TECNOLÓGICA",FONDECYT,20554841555,"Calle Schell 459,Miraflores",
14259,150113,LIMA,LIMA,JESUS MARIA,"Empresa de Seguridad, Vigilancia y Control S.A.C.",ESVICSAC,20100162076,Av. Arenales 1302 - Oficina 130,
14261,130101,LA LIBERTAD,TRUJILLO,TRUJILLO,Instituto Regional de Oftalmología,IRO,20314801327,Mz P' Lote 7-a Natasha Alta - Covicorti,
14262,180201,MOQUEGUA,GENERAL SANCHEZ CERRO,OMATE,UNIDAD DE GESTIÓN EDUCATIVA LOCAL GENERAL SÁNCHEZ CERRO,UGEL Gral. SC,20453944337,ESQUINA CALLE AREQUIPA CON IGNACIO JOVE,
14263,100301,HUANUCO,DOS DE MAYO,LA UNION,RED DE SALUD DE DOS DE MAYO - UNIDAD EJECUTORA 406,RSDM,20573025009,JR. 2 DE MAYO NRO. S/N LA UNION (ALTURA DEL ESTADIO MUNICIPAL DE LA UNION),
14264,210101,PUNO,PUNO,PUNO,Dirección Regional Agraria Puno,DRA PUNO,20221107137,Jr. Moquegua 264,
14265,190201,PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,Unidad de Gestión Educativa Local Daniel Alcides Carrión,UGELDAC,20489425123,AV. LAS FLORES S/N,
14266,150101,LIMA,LIMA,LIMA,Subgerencia de Tecnologías de la Información,STI,NULL,Jr. Conde de Superunda Nº 141,
14267,150130,LIMA,LIMA,SAN BORJA,INSTITUTO NACIONAL DE SALUD DEL NIÑO - SAN BORJA,INSNSB,20552196725,AV. La Rosa Toro  N° 1399 - Urb. Jacaranda,
14268,21201,ANCASH,HUAYLAS,CARAZ,RED DE SALUD HUAYLAS NORTE,RSHN,20146925686,Jr. Mariano Melgar Nº 114 - Caraz,
14270,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,Universidad Nacional Toribio Rodriguez de Mendoza,UNTRM,20479393568,El Franco - Barrios de Higos Urco s/n,
14271,131001,LA LIBERTAD,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,Red de Salud Santiago de Chuco,RSCH,20397867961,Jr. Mariscal Cáceres N°1145,
14272,150113,LIMA,LIMA,JESUS MARIA,Agencia de Compras de las Fuerzas Armadas,ACFFAA,20556939781,AV. AREQUIPA NRO. 310 - LIMA,
14273,200501,PIURA,PAITA,PAITA,Hospital de Apoyo II-1  Nuestra señora de las Mercedes de Paita,HLMP,20276247078,ZONA INDUSTRIAL II MZ H LOTE 1,
14274,150113,LIMA,LIMA,JESUS MARIA,SUPERINTENDENCIA NACIONAL DE FISCALIZACION LABORAL,SUNAFIL,20555195444,AV. SALAVERRY NRO. 655 (PISO 2 - MINISTERIO DE TRABAJO),
14275,130702,LA LIBERTAD,PACASMAYO,GUADALUPE,AIS UTES PACASMAYO,HTL,20223966684,CALLE VICTORIA S/N,
14276,210101,PUNO,PUNO,PUNO,DIRECCION REGIONAL DE EDUCACION PUNO,DREPUNO,20232544920,"JR. BUSTAMANTE DUEÑAS  No.881, URB. CHANU CHANU",
14277,30101,APURIMAC,ABANCAY,ABANCAY,DIRECCIÓN REGIONAL DE EDUCACIÓN APURÍMAC,DREA,20199873378,Av. Pachacutec S/N - Patibamba Baja,
14278,150125,LIMA,LIMA,PUENTE PIEDRA,RED DE SALUD LIMA NORTE IV,R.S.L.N. IV,20556082023,URB. LAS CASUARINAS MZ. A LOTE 11,
14279,130401,LA LIBERTAD,CHEPEN,CHEPEN,U.E. 404: Utes Nº 3 Chepén – Red de Salud Chepén,RSCH,20221373449,AV. 28 DE JULIO S/N  - CHEPEN,
14280,150728,LIMA,HUAROCHIRI,SANTA EULALIA,RED DE SALUD DE HUAROCHIRÍ,RSH,20544005864,Calle Los Jazmines Mz. A Lt.1 Asoc. de Viv. Las Galicias,
14281,150130,LIMA,LIMA,SAN BORJA,Unidad Ejecutora 008 Proyectos Especiales del Pliego 003,UE 008 - PE,20556512303,AV. JAVIER PRADO 2465,
14282,150114,LIMA,LIMA,LA MOLINA,Servicio Nacional Forestal y de Fauna Silvestre,SERFOR,20562836927,Av. 7 N° 227-229 Urb. Rinconada Baja -  La Molina,
14283,80106,CUSCO,CUSCO,SANTIAGO,Sociedad de Beneficencia Pública del Cusco,SBPCUSCO,20116320682,Plazoleta Almudena S/N,
